Student_ID,Gender,Age,Nationality,Province,Program_Level,Department,Year_of_Study,GPA,Attendance_Rate,Mental_Health_Score,Stress_Level,Sleep_Hours,Study_Hours,Monthly_Expenses,Scholarship_Status,Part_Time_Job,Hostel_Resident,Commute_Time,Transport_Mode,Internet_Access,Library_Usage,Canteen_Quality_Rating,Lab_Equipment_Access,Faculty_Satisfaction
PSY0168,Male,28,Bangladeshi,Chittagong,Masters,Psychology,1,3.15,96.5,6,10,6,4,51055,No,No,No,44,Bus,Yes,0,3,Average,2.0
BIO0169,Female,22,Pakistani,KPK,Masters,,2,2.34,70.2,4,3,5,2,34724,No,No,Yes,19,Walk,Yes,6,3,Average,5.0
ELE0170,Female,22,Bangladeshi,Dhaka,Undergraduate,Electrical Engineering,2,2.96,94.1,4,4,6,2,26160,No,Yes,No,23,Walk,No,1,2,Good,1.0
MAT0171,Male,28,Bangladeshi,Chittagong,PhD,Mathematics,2,3.05,81.1,1,1,5,3,20358,Yes,Yes,Yes,49,Car,No,3,1,Poor,4.0
BUS0172,Male,22,Indian,Kerala,Masters,Business,3,3.16,85.9,8,2,6,3,33362,Yes,No,No,48,Car,Yes,6,5,Good,1.0
MAT0173,Male,22,Indian,Delhi,Masters,Mathematics,1,2.12,90.8,10,1,6,3,16215,Yes,No,No,31,Walk,Yes,6,2,Average,5.0
COM0174,Male,22,Bangladeshi,Dhaka,PhD,Computer Science,4,3.01,72.6,1,9,4,5,30066,Yes,No,No,11,Walk,Yes,0,5,Poor,1.0
,Male,26,Afghan,Herat,PhD,Electrical Engineering,1,2.94,74.7,7,10,4,4,57026,Yes,Yes,No,48,Bus,No,1,5,Good,1.0
BIO0176,Male,18,Pakistani,KPK,PhD,Biology,3,2.63,78.0,4,9,5,1,27047,No,Yes,No,23,Bus,Yes,6,1,Average,1.0
MAT0177,Male,24,Pakistani,Balochistan,Masters,Mathematics,2,3.26,71.0,7,8,7,2,25410,No,No,Yes,5,Walk,Yes,3,3,Average,4.0
PSY0178,Female,25,Bangladeshi,Chittagong,Undergraduate,Psychology,3,3.52,65.2,9,10,5,4,45412,No,Yes,No,40,Bike,No,2,5,Good,5.0
ELE0179,Female,21,Pakistani,Sindh,Masters,Electrical Engineering,4,2.67,71.1,6,10,7,4,43624,No,No,Yes,14,Bus,Yes,1,2,Good,5.0
ELE0180,Female,20,Afghan,Kabul,PhD,Electrical Engineering,3,2.35,98.1,4,9,6,2,43216,No,Yes,Yes,46,Car,Yes,4,3,Poor,1.0
ELE0181,Female,27,Indian,Kerala,Undergraduate,Electrical Engineering,3,3.36,87.7,1,5,4,4,47257,Yes,Yes,Yes,11,Walk,No,7,3,Good,4.0
BIO0182,Male,25,Afghan,Herat,Undergraduate,Biology,1,3.28,96.4,7,4,6,4,43439,Yes,,Yes,22,Walk,Yes,6,1,Average,3.0
BUS0183,Male,20,Bangladeshi,Dhaka,PhD,Business,2,3.26,85.8,4,3,7,3,58838,No,No,No,43,Bike,No,0,3,Poor,1.0
PSY0184,Male,27,Bangladeshi,Dhaka,Masters,Psychology,1,3.08,87.5,9,5,4,3,17568,Yes,Yes,Yes,59,Bus,No,0,4,Average,5.0
PSY0185,Male,26,Pakistani,,Undergraduate,Psychology,1,3.2,69.3,7,7,4,2,37446,Yes,Yes,Yes,48,Bike,No,1,3,Good,5.0
MAT0186,Male,25,Afghan,Kabul,PhD,Mathematics,3,2.37,72.5,5,9,4,5,30959,No,Yes,Yes,25,Bus,Yes,6,5,Poor,2.0
ELE0187,Female,28,Bangladeshi,Chittagong,PhD,Electrical Engineering,2,4.05,65.7,1,4,8,5,23244,Yes,No,No,22,Bus,No,2,5,Good,5.0
ELE0188,Male,22,Bangladeshi,Dhaka,Undergraduate,Electrical Engineering,4,3.24,96.9,6,4,4,4,48189,Yes,Yes,Yes,23,Walk,No,3,2,Average,5.0
BUS0189,Female,27,Afghan,Herat,Masters,Business,4,3.0,86.5,4,1,5,4,55991,No,No,Yes,29,Walk,Yes,7,2,Average,1.0
BIO0190,Male,20,Indian,Kerala,PhD,Biology,2,2.16,74.6,8,2,6,4,17201,No,No,Yes,57,Walk,Yes,4,2,Good,5.0
BUS0191,Female,25,Afghan,Herat,PhD,Business,1,3.07,81.0,4,3,5,5,20531,Yes,No,Yes,7,Car,Yes,1,2,Good,3.0
PSY0192,Female,20,Indian,Punjab,PhD,Psychology,2,2.85,66.0,9,1,7,4,53298,Yes,Yes,Yes,15,Bus,No,3,4,Average,3.0
ELE0193,Female,22,Bangladeshi,Dhaka,Masters,Electrical Engineering,2,3.22,79.1,7,3,4,3,40030,Yes,Yes,No,40,Walk,No,7,5,Poor,5.0
BUS0194,Female,22,Pakistani,KPK,Masters,Business,3,3.37,87.4,10,10,6,3,56916,Yes,No,Yes,34,Car,No,3,4,Good,2.0
MAT0195,Female,23,Indian,Delhi,PhD,Mathematics,3,2.79,71.1,9,1,5,2,54515,No,Yes,No,55,Bus,Yes,1,5,Poor,3.0
BUS0196,Female,25,Indian,Kerala,Masters,Business,4,3.68,96.3,9,9,6,5,20145,Yes,No,Yes,5,Bike,No,3,1,Poor,1.0
PSY0197,Male,20,Pakistani,Punjab,Undergraduate,Psychology,1,2.88,89.4,5,7,5,4,21180,Yes,Yes,Yes,21,Car,Yes,0,2,Average,4.0
PSY0198,Male,28,Indian,Delhi,PhD,Psychology,3,2.65,97.1,5,10,4,3,41916,Yes,No,No,37,Walk,Yes,5,4,Average,4.0
BUS0199,Male,20,Afghan,Kabul,Undergraduate,Business,2,3.24,72.6,7,9,7,4,50732,No,Yes,No,35,Bike,Yes,5,5,Average,2.0
COM0200,Male,24,Bangladeshi,Chittagong,PhD,,2,2.35,92.5,1,6,8,2,27572,Yes,No,No,47,Car,Yes,3,4,Average,4.0
COM0201,Male,19,Pakistani,KPK,Masters,Computer Science,3,3.27,96.3,8,4,6,1,59788,No,No,No,27,Walk,Yes,7,3,Good,2.0
COM0202,Female,21,Pakistani,Sindh,Masters,Computer Science,4,2.98,78.1,7,4,4,4,15207,No,No,No,41,Car,Yes,6,2,Average,2.0
PSY0203,Female,27,Indian,Punjab,Masters,Psychology,4,3.17,96.4,10,1,8,2,15126,Yes,Yes,No,5,Bike,Yes,7,1,Poor,1.0
BIO0204,Male,28,Afghan,Kabul,Undergraduate,Biology,4,2.6,94.9,9,4,5,2,31501,No,No,Yes,59,Bike,Yes,0,4,Good,3.0
PSY0205,Male,24,Bangladeshi,Chittagong,Masters,Psychology,3,2.85,79.2,5,2,7,1,56756,Yes,No,No,,Bike,No,6,1,Poor,1.0
,Female,25,Afghan,Kabul,PhD,Electrical Engineering,2,2.5,91.1,2,7,5,2,35867,No,No,Yes,20,Walk,No,4,4,Average,2.0
MAT0207,Male,18,Bangladeshi,Chittagong,Undergraduate,Mathematics,4,2.79,85.7,8,2,7,4,28085,Yes,Yes,Yes,59,Bus,No,1,1,Good,1.0
PSY0208,Female,23,Afghan,Herat,PhD,Psychology,2,2.44,92.7,7,2,4,5,37658,No,No,No,24,Bike,Yes,6,2,Average,1.0
BUS0209,Female,28,Indian,Punjab,PhD,Business,4,2.75,96.0,7,8,5,5,24361,No,Yes,No,31,Bike,No,7,3,Average,3.0
PSY0210,Female,20,Afghan,Kabul,PhD,Psychology,4,3.72,75.3,3,2,4,1,23070,Yes,No,No,43,Bus,Yes,2,1,Good,3.0
,Male,25,Afghan,Herat,PhD,Computer Science,4,3.09,82.8,7,8,7,1,27393,No,Yes,No,49,Walk,No,6,4,Good,3.0
COM0212,Female,21,Bangladeshi,Dhaka,Masters,Computer Science,4,2.94,83.6,1,5,5,3,47924,Yes,No,Yes,51,Bike,Yes,6,2,Good,2.0
BIO0213,Male,23,Pakistani,KPK,PhD,Biology,2,2.92,67.9,1,3,8,2,48698,No,No,No,44,Walk,Yes,1,2,Poor,4.0
BUS0214,Male,20,Indian,Delhi,Masters,Business,4,3.0,81.6,1,3,5,3,23375,No,Yes,No,10,Bike,No,0,3,Good,5.0
MAT0215,Male,28,Pakistani,KPK,Undergraduate,Mathematics,1,2.85,83.6,2,10,4,3,53300,Yes,No,No,12,Walk,No,3,1,Poor,1.0
COM0216,Female,24,Indian,Delhi,Undergraduate,Computer Science,3,2.94,96.3,7,2,8,4,46148,No,Yes,No,30,Bus,Yes,0,3,Good,4.0
PSY0217,Male,21,Indian,Kerala,Undergraduate,Psychology,3,3.2,71.6,4,7,8,5,48644,Yes,Yes,Yes,43,Bus,Yes,7,2,Good,1.0
COM0218,Male,26,Afghan,Kabul,PhD,Computer Science,3,2.9,73.7,6,4,8,1,50143,No,No,Yes,53,Car,Yes,6,2,Average,3.0
BUS0219,Male,19,Afghan,Kabul,Masters,Business,3,2.96,79.4,5,8,4,1,21019,No,No,No,21,Bus,No,5,1,Good,3.0
COM0220,Female,28,Afghan,Herat,Masters,Computer Science,3,3.19,89.5,8,7,6,1,45395,Yes,No,Yes,26,Bike,No,5,5,Good,5.0
ELE0221,Male,27,Indian,Punjab,Undergraduate,Electrical Engineering,1,2.69,78.8,10,2,5,1,49045,Yes,Yes,No,20,Car,No,0,2,Average,4.0
ELE0222,Female,27,Indian,Sinnd,PhD,Electrical Engineering,2,2.75,82.7,3,10,5,4,33785,No,No,No,15,Walk,Yes,6,5,Average,3.0
BUS0223,Female,21,Indian,Punjab,Masters,Business,3,3.28,83.0,3,2,5,5,120000,No,No,No,20,Bus,No,1,3,Poor,2.0
BIO0224,Female,18,Afghan,Herat,Masters,Biology,1,3.75,73.7,1,7,7,3,57317,No,Yes,No,36,Bike,No,2,1,Poor,3.0
,Male,21,Afghan,Kabul,Undergraduate,Electrical Engineering,1,3.32,67.6,5,6,6,1,51316,Yes,No,Yes,35,Bike,Yes,7,2,Poor,3.0
MAT0226,Female,20,Bangladeshi,Dhaka,Masters,Mathematics,2,3.39,91.7,1,10,6,2,21974,No,No,No,9,Bus,Yes,6,1,Average,2.0
PSY0227,Male,23,Bangladeshi,Dhaka,PhD,Psychology,4,2.73,93.4,4,7,5,4,49131,No,Yes,No,21,Bike,No,3,3,Good,
PSY0228,Male,23,Afghan,Herat,Undergraduate,Psychology,2,2.75,92.5,6,10,7,2,48344,No,No,No,39,Bus,Yes,3,2,Good,4.0
BIO0229,Male,24,Indian,Punjab,Masters,Biology,1,3.59,73.0,10,10,6,4,50004,Yes,No,Yes,35,Bus,No,2,5,Good,2.0
ELE0230,Male,28,Afghan,Herat,Undergraduate,Electrical Engineering,1,3.81,73.3,3,7,5,3,17499,Yes,No,No,47,Bus,Yes,6,3,Poor,5.0
BUS0231,Female,19,Bangladeshi,Dhaka,Undergraduate,Business,4,2.78,86.0,10,3,5,5,28380,No,Yes,Yes,57,Car,Yes,2,4,Poor,4.0
ELE0232,Female,19,Bangladeshi,,Masters,,1,2.91,91.6,2,2,6,2,20172,Yes,No,Yes,7,Car,Yes,1,2,Average,2.0
COM0233,Male,24,Bangladeshi,Dhaka,PhD,Computer Science,3,3.05,94.1,7,8,5,1,15737,No,No,Yes,45,Car,No,5,3,Good,4.0
BUS0234,Female,24,Afghan,Kabul,Masters,Business,3,2.4,69.4,9,5,4,3,32326,No,No,No,46,Car,No,5,5,Average,3.0
BUS0235,Female,23,Indian,Kerala,Undergraduate,Business,4,2.91,85.2,10,7,5,4,51098,Yes,No,No,34,Car,Yes,7,4,Average,3.0
ELE0236,Male,28,Indian,Delhi,Undergraduate,Electrical Engineering,4,2.74,97.7,5,2,4,4,20571,No,Yes,Yes,13,Car,Yes,0,3,Average,1.0
BUS0237,Male,25,Bangladeshi,Chittagong,Masters,Business,3,3.22,77.6,4,7,8,5,38526,No,Yes,No,41,Bus,Yes,6,4,Poor,3.0
PSY0238,Female,24,Pakistani,Sindh,Undergraduate,Psychology,1,2.19,78.0,6,1,6,2,18940,No,No,Yes,23,Bus,No,0,1,Good,2.0
COM0239,Male,22,Indian,Punjab,PhD,Computer Science,2,3.04,94.5,10,3,8,4,43178,Yes,No,No,43,Walk,No,0,4,Average,1.0
BIO0240,Male,18,Bangladeshi,Chittagong,PhD,Biology,3,3.5,79.2,5,10,7,1,22066,Yes,No,Yes,20,Walk,No,5,2,Poor,5.0
BUS0241,Male,28,Pakistani,Sindh,Masters,Business,2,2.6,95.1,7,2,5,4,36516,Yes,Yes,Yes,41,Bus,Yes,7,5,Good,1.0
MAT0242,Male,26,Pakistani,Punjab,Undergraduate,Mathematics,1,2.57,82.5,10,1,4,3,59102,No,No,No,25,Bus,No,5,2,Average,3.0
COM0243,Male,27,Afghan,Kabul,PhD,Computer Science,2,3.51,96.4,6,5,4,4,31446,Yes,No,No,18,Car,No,1,4,Good,5.0
BUS0244,Female,26,Bangladeshi,Dhaka,Undergraduate,Business,4,3.0,92.8,5,7,5,5,55340,No,No,Yes,33,Car,No,4,2,Good,2.0
PSY0245,Male,25,Indian,Punjab,Masters,Psychology,3,3.36,84.1,1,5,5,1,23082,No,No,Yes,38,Bus,Yes,7,4,Poor,3.0
PSY0246,Male,21,Indian,Delhi,Masters,Psychology,1,2.78,83.3,5,5,5,5,45766,Yes,No,No,36,Bus,Yes,5,4,Average,1.0
MAT0247,Female,27,Afghan,Kabul,PhD,Mathematics,3,2.9,70.3,10,10,7,5,28927,No,Yes,No,17,Car,No,5,2,Average,1.0
BIO0248,Female,24,Bangladeshi,Dhaka,Undergraduate,Biology,4,3.34,75.1,6,10,4,3,53339,Yes,No,No,18,Walk,No,2,2,Poor,2.0
MAT0249,Male,27,Pakistani,,Masters,Mathematics,3,3.23,92.3,10,4,4,3,33775,No,Yes,Yes,14,Walk,No,5,3,Good,2.0
PSY0250,Male,21,Bangladeshi,Chittagong,Undergraduate,Psychology,4,3.0,71.6,4,9,8,4,56215,No,No,Yes,14,Car,Yes,3,3,Poor,5.0
BIO0251,Male,27,Pakistani,Sindh,Masters,Biology,4,2.28,67.6,9,4,6,2,56420,No,No,Yes,37,Walk,No,1,5,Good,1.0
BIO0252,Male,19,Afghan,Kabul,Masters,Biology,3,2.07,67.5,10,1,8,2,18816,Yes,No,Yes,30,Bus,No,6,2,Good,2.0
BUS0253,Female,19,Pakistani,KPK,PhD,Business,4,2.62,66.4,1,9,4,5,15736,No,No,Yes,34,Walk,Yes,7,3,Average,2.0
PSY0254,Male,28,Pakistani,Sindh,PhD,Psychology,1,2.86,67.5,5,9,6,3,22218,No,Yes,Yes,56,Bike,Yes,3,2,Poor,5.0
ELE0255,Male,18,Indian,Kerala,Undergraduate,Electrical Engineering,1,2.68,78.7,10,5,6,4,19937,Yes,Yes,No,47,Walk,No,2,5,Poor,1.0
BUS0256,Male,21,Afghan,Herat,PhD,Business,4,3.54,84.2,10,9,7,4,53366,Yes,No,Yes,33,Car,Yes,7,1,Good,2.0
ELE0257,Female,20,Bangladeshi,Dhaka,PhD,Electrical Engineering,4,2.42,92.3,1,5,6,2,50859,Yes,No,No,54,Walk,Yes,0,3,Average,4.0
MAT0258,Female,21,Afghan,Kabul,Undergraduate,Mathematics,2,3.74,78.1,4,9,7,1,28567,Yes,No,Yes,41,Walk,No,2,3,Poor,3.0
COM0259,Female,22,Afghan,Herat,PhD,Computer Science,4,3.42,82.3,2,4,8,2,34323,No,No,Yes,25,Bus,Yes,5,4,Good,4.0
COM0260,Male,21,Bangladeshi,,Masters,Computer Science,2,2.7,93.4,4,2,5,5,49149,No,Yes,No,9,Walk,No,4,2,Average,1.0
PSY0261,Female,27,Bangladeshi,Dhaka,Undergraduate,Psychology,3,3.6,79.0,7,10,7,3,22161,Yes,No,Yes,36,Walk,Yes,4,2,Poor,5.0
BIO0262,Male,24,Pakistani,KPK,Undergraduate,Biology,2,2.99,67.1,7,1,6,1,48482,Yes,No,No,47,Bike,Yes,1,1,Poor,5.0
BUS0263,Male,25,Pakistani,Balochistan,Masters,Business,1,2.84,87.2,2,5,5,5,52622,No,Yes,No,16,Car,Yes,6,3,Good,2.0
COM0264,Female,18,Bangladeshi,Chittagong,Masters,Computer Science,4,2.8,85.0,6,9,4,1,50319,No,Yes,Yes,54,Bus,Yes,1,5,Poor,1.0
BUS0265,Male,19,Indian,Punjab,Undergraduate,Business,2,2.94,68.9,3,2,5,1,42994,Yes,Yes,Yes,45,Bike,Yes,4,2,Average,4.0
BIO0266,Female,20,Indian,Kerala,Masters,Biology,2,3.23,67.6,8,7,5,2,30155,No,Yes,No,33,Walk,Yes,7,2,,
BIO0267,Female,26,Bangladeshi,Dhaka,PhD,Biology,2,4.01,78.6,1,3,6,2,54457,Yes,No,No,49,Walk,Yes,4,3,Good,1.0
COM0268,Female,24,Pakistani,KPK,PhD,Computer Science,3,2.92,98.4,7,6,8,5,23474,Yes,Yes,Yes,49,Bus,No,0,4,Average,5.0
COM0269,Male,18,Afghan,Kabul,Undergraduate,Computer Science,4,2.94,89.6,3,3,8,3,40854,No,No,No,18,Car,No,4,3,Average,2.0
BIO0270,Male,27,Indian,Kerala,Undergraduate,Biology,1,2.7,85.7,1,1,5,2,33995,No,No,No,59,Bike,Yes,2,5,Poor,4.0
MAT0271,Female,25,Afghan,Kabul,Undergraduate,Mathematics,1,2.64,71.8,3,1,4,3,52634,Yes,Yes,No,51,Bike,Yes,4,2,Good,1.0
,Male,28,Indian,Punjab,Masters,Psychology,3,3.52,87.8,6,1,6,5,50486,Yes,No,Yes,24,Walk,Yes,4,5,,5.0
BUS0273,Male,23,Pakistani,Punjab,Undergraduate,Business,3,2.32,93.3,10,1,4,3,43597,Yes,No,No,14,Walk,No,6,5,Poor,5.0
PSY0274,Female,26,Afghan,Herat,PhD,Psychology,2,2.6,82.1,5,2,4,4,49888,Yes,No,No,43,Bike,No,1,3,Poor,1.0
BUS0275,Female,18,Afghan,Herat,Undergraduate,Business,3,3.55,94.4,3,5,6,3,43950,Yes,Yes,Yes,34,Car,Yes,0,2,Good,5.0
BIO0276,Female,22,Indian,Punjab,Undergraduate,Biology,2,3.09,96.4,7,2,8,2,33709,No,No,Yes,53,Bus,No,0,4,Average,3.0
BIO0277,Male,23,Afghan,Kabul,PhD,Biology,4,3.15,98.9,8,4,4,1,24562,No,Yes,No,41,Bike,No,4,1,Good,5.0
MAT0278,Female,25,Pakistani,Sindh,Masters,Mathematics,2,2.8,70.9,4,4,5,2,37118,No,Yes,Yes,58,Bike,Yes,0,3,Good,2.0
BIO0279,Female,23,Pakistani,Punjab,PhD,Biology,4,2.95,79.6,5,10,5,3,37575,No,No,No,27,Bike,No,1,3,Good,3.0
COM0280,Male,23,Bangladeshi,Dhaka,Masters,Computer Science,1,3.22,70.9,8,6,4,1,39104,No,No,Yes,28,Car,No,6,2,Average,5.0
BUS0281,Male,28,Bangladeshi,Chittagong,Masters,Business,1,3.24,89.3,6,1,7,2,26250,Yes,Yes,No,31,Car,No,7,4,Good,1.0
BUS0282,Female,25,Afghan,Kabul,Masters,Business,2,2.84,81.4,1,9,7,2,26904,Yes,Yes,No,8,Bus,No,5,3,Average,3.0
BUS0283,Male,24,Bangladeshi,Chittagong,Undergraduate,Business,3,3.01,87.4,3,3,6,3,17611,No,Yes,Yes,12,Car,Yes,3,4,Good,3.0
BUS0284,Female,27,Afghan,Herat,PhD,Business,1,3.31,93.1,9,7,8,3,22177,Yes,No,Yes,59,Bus,Yes,7,5,Good,1.0
MAT0285,Male,24,Pakistani,Sindh,PhD,Mathematics,3,3.25,91.7,1,5,7,4,30766,Yes,,Yes,23,Car,No,4,5,Good,3.0
PSY0286,Male,28,Indian,Kerala,Masters,Psychology,3,2.82,98.0,4,10,6,5,18401,No,Yes,Yes,13,Walk,No,2,4,Poor,1.0
MAT0287,Female,27,Indian,Kerala,Undergraduate,Mathematics,2,3.56,86.0,9,8,8,2,25214,Yes,Yes,No,50,Walk,Yes,1,5,Poor,5.0
ELE0288,Male,24,Afghan,Kabul,PhD,Electrical Engineering,2,3.64,95.6,3,6,8,4,17787,Yes,Yes,No,57,Bike,Yes,2,5,Poor,4.0
ELE0289,Male,24,Afghan,Herat,Undergraduate,Electrical Engineering,4,3.22,88.8,8,3,7,4,39207,Yes,Yes,No,35,Walk,No,0,3,Good,3.0
COM0290,Male,27,Indian,Punjab,Masters,Computer Science,2,2.89,68.7,2,6,6,3,18792,Yes,No,Yes,29,Car,No,7,4,Good,2.0
COM0291,Female,26,Afghan,Kabul,PhD,Computer Science,3,2.91,82.4,6,5,6,2,20501,Yes,No,No,22,Bus,No,7,5,Good,3.0
COM0292,Male,26,Pakistani,KPK,Undergraduate,Computer Science,1,3.19,92.4,3,2,6,5,51927,No,No,No,56,Walk,No,2,4,Good,1.0
COM0293,Male,23,Pakistani,KPK,Undergraduate,Computer Science,2,3.62,66.3,7,5,6,2,55809,Yes,No,No,57,Walk,Yes,4,5,Poor,2.0
ELE0294,Female,20,Afghan,Kabul,Masters,Electrical Engineering,2,2.81,79.0,1,5,6,1,53227,Yes,Yes,No,17,Walk,No,5,1,Poor,1.0
ELE0295,Female,28,Pakistani,Balochistan,PhD,Electrical Engineering,2,2.38,83.2,5,6,6,2,55526,No,No,No,47,Walk,Yes,2,4,Average,3.0
BIO0296,Female,21,Bangladeshi,Dhaka,Undergraduate,Biology,3,2.64,94.4,7,1,5,5,22763,No,Yes,No,34,Bus,No,3,1,Average,2.0
ELE0297,Female,27,Indian,,Undergraduate,Electrical Engineering,4,3.37,74.2,9,7,6,2,37625,Yes,No,No,39,Bus,No,7,4,Average,5.0
BIO0298,Male,20,Afghan,Kabul,Masters,Biology,3,2.87,81.4,4,8,5,2,46552,Yes,Yes,Yes,58,Bus,Yes,7,4,Average,3.0
PSY0299,Male,19,Afghan,Kabul,PhD,Psychology,2,3.07,86.0,8,2,5,5,44715,Yes,No,Yes,52,Bike,Yes,2,1,Average,5.0
ELE0300,Male,18,Indian,,PhD,Electrical Engineering,2,3.36,73.5,6,1,7,5,40460,No,Yes,Yes,36,Walk,Yes,3,4,Average,5.0
ELE0301,Female,25,Bangladeshi,Dhaka,Masters,Electrical Engineering,2,3.06,66.1,3,5,4,4,28753,Yes,No,No,21,Bus,Yes,6,3,Average,4.0
BUS0302,Female,20,Indian,Punjab,Undergraduate,Business,1,2.94,79.2,10,5,5,3,19001,Yes,No,Yes,40,Car,No,6,2,Poor,5.0
BIO0303,Female,25,Pakistani,Sindh,Undergraduate,Biology,2,2.84,97.5,8,5,6,5,26481,Yes,Yes,No,53,Car,No,3,1,Poor,1.0
BUS0304,Female,18,Afghan,Kabul,PhD,Business,2,2.57,71.5,10,1,5,3,55719,Yes,Yes,Yes,48,Walk,Yes,4,1,Poor,1.0
PSY0305,Male,25,Pakistani,Sindh,PhD,Psychology,3,3.66,88.0,2,7,6,2,38387,No,Yes,Yes,18,Bus,No,3,2,Average,3.0
COM0306,Male,22,Indian,Punjab,Masters,Computer Science,3,2.86,81.9,10,3,7,2,46867,No,No,No,46,Bus,Yes,5,5,Good,4.0
BUS0307,Male,19,Afghan,Herat,PhD,Business,1,2.55,78.0,2,9,7,5,31805,Yes,No,Yes,11,Bike,Yes,6,3,Average,5.0
ELE0308,Female,27,Afghan,Kabul,Masters,Electrical Engineering,4,3.56,89.0,8,4,7,5,22556,Yes,Yes,No,19,Bike,Yes,2,3,Poor,1.0
COM0309,Female,23,Indian,Punjab,Masters,Computer Science,1,2.69,75.4,5,1,6,1,23575,Yes,Yes,No,9,Bike,Yes,0,3,Good,1.0
BUS0310,Male,21,Bangladeshi,Dhaka,PhD,Business,3,3.0,73.3,9,4,7,4,58472,Yes,Yes,Yes,47,Car,Yes,2,2,Poor,2.0
ELE0311,Female,24,Indian,Kerala,PhD,Electrical Engineering,1,3.11,98.7,10,3,8,4,46941,Yes,Yes,Yes,34,Car,No,0,1,Good,1.0
BIO0312,Male,25,Afghan,Herat,PhD,Biology,3,3.61,93.0,9,2,5,2,42315,Yes,No,No,43,Bus,No,7,2,Average,1.0
BUS0313,Male,26,Pakistani,Balochistan,PhD,Business,4,2.86,80.5,10,5,4,2,36503,No,No,Yes,18,Bike,No,6,3,Poor,4.0
MAT0314,Male,24,Bangladeshi,Dhaka,Masters,Mathematics,3,2.69,96.2,1,2,4,2,27082,Yes,No,No,14,Walk,Yes,5,5,Average,5.0
BIO0315,Male,18,Bangladeshi,Chittagong,Undergraduate,Biology,1,2.47,72.4,1,7,7,5,32482,No,Yes,Yes,53,Bus,No,0,1,Average,4.0
MAT0316,Male,21,Indian,Kerala,Masters,Mathematics,1,2.98,95.0,7,8,7,4,25788,Yes,No,Yes,44,Walk,Yes,2,2,Average,3.0
BIO0317,Male,19,Pakistani,Punjab,PhD,Biology,4,3.8,81.7,7,7,4,1,28069,No,No,No,54,Bus,No,6,5,Average,4.0
COM0318,Female,20,Afghan,Herat,PhD,Computer Science,4,3.22,68.9,5,7,5,1,26293,No,No,Yes,51,Bike,Yes,4,4,Average,1.0
BUS0319,Female,27,Bangladeshi,Dhaka,PhD,Business,2,3.46,90.6,4,9,8,4,49430,Yes,Yes,Yes,22,Walk,No,0,1,Average,5.0
BUS0320,Male,26,Afghan,Herat,Masters,Business,2,3.14,95.3,1,5,7,1,43334,No,Yes,Yes,25,Bike,No,7,3,Poor,2.0
MAT0321,Female,28,Afghan,Kabul,Masters,Mathematics,2,2.83,86.4,2,9,7,3,51094,No,No,Yes,7,Bus,No,5,2,Average,5.0
BIO0322,Male,25,Indian,Kerala,Undergraduate,Biology,4,2.97,69.5,2,3,4,2,51525,Yes,No,No,22,Bus,No,5,1,Poor,3.0
ELE0323,Male,25,Afghan,Kabul,PhD,Electrical Engineering,1,3.06,70.7,5,6,8,4,35995,No,Yes,No,16,Bus,No,5,4,Poor,1.0
COM0324,Female,26,Afghan,Herat,Masters,Computer Science,2,3.39,67.3,9,2,8,3,56370,Yes,Yes,Yes,54,Car,No,4,2,Poor,5.0
COM0325,Female,21,Bangladeshi,Chittagong,Masters,Computer Science,1,2.98,71.1,7,2,4,5,32540,No,No,Yes,16,Bus,Yes,6,4,Good,2.0
BUS0326,Female,20,Indian,Punjab,PhD,Business,4,2.89,76.0,6,8,5,3,32179,Yes,No,No,20,Car,Yes,5,4,Average,4.0
COM0327,Female,18,Bangladeshi,Dhaka,PhD,Computer Science,3,3.02,71.9,3,3,6,3,34690,No,Yes,Yes,49,Walk,Yes,2,3,Good,2.0
COM0328,Male,23,Bangladeshi,Chittagong,Masters,Computer Science,4,2.31,85.6,1,5,6,2,24689,Yes,Yes,Yes,51,Bike,Yes,4,4,Poor,1.0
ELE0329,Male,24,Indian,Kerala,PhD,Electrical Engineering,1,2.9,91.2,3,6,6,3,55992,Yes,No,Yes,17,Bike,No,4,3,,3.0
BUS0330,Male,25,Afghan,Herat,Masters,Business,1,3.14,82.8,9,9,5,2,44109,Yes,No,Yes,26,Bus,No,6,2,Good,5.0
BUS0331,Female,26,Bangladeshi,Chittagong,Masters,Business,2,3.15,81.5,2,7,4,2,34837,No,No,No,32,Bus,No,4,4,Good,1.0
ELE0332,Male,18,Bangladeshi,Dhaka,Undergraduate,Electrical Engineering,4,2.88,89.5,9,7,8,3,49593,Yes,No,No,53,Bus,Yes,1,2,Average,2.0
COM0333,Female,22,Pakistani,KPK,Undergraduate,Computer Science,3,2.3,90.4,8,3,4,3,57177,Yes,No,Yes,36,Car,No,2,2,Good,3.0
PSY0334,Female,19,Pakistani,KPK,Masters,Psychology,1,2.97,110.0,4,1,5,2,38721,No,Yes,No,49,Bus,Yes,3,1,Poor,4.0
PSY0335,Female,27,Indian,Kerala,Masters,Psychology,4,3.26,96.7,2,9,7,5,20871,No,No,No,21,Bike,No,1,2,Average,4.0
COM0336,Female,18,Indian,Kerala,Masters,Computer Science,1,3.06,75.2,2,5,7,3,23133,Yes,Yes,Yes,7,Car,Yes,5,4,Poor,3.0
